direction,selected_layer,example_id,source_id,condition,technical_label,alpha,logp_A,logp_B,technical_margin
ml_expert_minus_novice,18,resnet:expert:test:6:A,resnet,expert,A,-2,-0.11466028541326523,-2.2396602630615234,2.124999977648258
ml_expert_minus_novice,18,resnet:expert:test:6:A,resnet,expert,A,-1,-0.06322689354419708,-2.8132269382476807,2.7500000447034836
ml_expert_minus_novice,18,resnet:expert:test:6:A,resnet,expert,A,0,-0.024008383974432945,-3.774008274078369,3.749999890103936
ml_expert_minus_novice,18,resnet:expert:test:6:A,resnet,expert,A,1,-0.009100151248276234,-4.759099960327148,4.749999809078872
ml_expert_minus_novice,18,resnet:expert:test:6:A,resnet,expert,A,2,-0.0027947674971073866,-6.0027947425842285,5.999999975087121
ml_expert_minus_novice,18,resnet:expert:test:6:B,resnet,expert,B,-2,-1.231839895248413,-0.3568399250507355,0.8749999701976776
ml_expert_minus_novice,18,resnet:expert:test:6:B,resnet,expert,B,-1,-1.7079410552978516,-0.20794107019901276,1.4999999850988388
ml_expert_minus_novice,18,resnet:expert:test:6:B,resnet,expert,B,0,-2.356415271759033,-0.10641518980264664,2.2500000819563866
ml_expert_minus_novice,18,resnet:expert:test:6:B,resnet,expert,B,1,-3.053574800491333,-0.05357472971081734,3.0000000707805157
ml_expert_minus_novice,18,resnet:expert:test:6:B,resnet,expert,B,2,-3.8990731239318848,-0.02407309040427208,3.8750000335276127
ml_expert_minus_novice,18,resnet:expert:test:7:A,resnet,expert,A,-2,-0.38992059230804443,-1.1399205923080444,0.75
ml_expert_minus_novice,18,resnet:expert:test:7:A,resnet,expert,A,-1,-0.3507685661315918,-1.2257685661315918,0.875
ml_expert_minus_novice,18,resnet:expert:test:7:A,resnet,expert,A,0,-0.2271624505519867,-1.602162480354309,1.3750000298023224
ml_expert_minus_novice,18,resnet:expert:test:7:A,resnet,expert,A,1,-0.1012403666973114,-2.351240396499634,2.2500000298023224
ml_expert_minus_novice,18,resnet:expert:test:7:A,resnet,expert,A,2,-0.038695789873600006,-3.288695812225342,3.250000022351742
ml_expert_minus_novice,18,resnet:expert:test:7:B,resnet,expert,B,-2,-0.31703469157218933,-1.3170347213745117,-1.0000000298023224
ml_expert_minus_novice,18,resnet:expert:test:7:B,resnet,expert,B,-1,-0.4774457812309265,-0.9774457812309265,-0.5
ml_expert_minus_novice,18,resnet:expert:test:7:B,resnet,expert,B,0,-0.696064293384552,-0.696064293384552,0.0
ml_expert_minus_novice,18,resnet:expert:test:7:B,resnet,expert,B,1,-1.0559872388839722,-0.43098723888397217,0.625
ml_expert_minus_novice,18,resnet:expert:test:7:B,resnet,expert,B,2,-1.5039258003234863,-0.25392574071884155,1.2500000596046448
ml_expert_minus_novice,18,resnet:novice:test:6:A,resnet,novice,A,-2,-1.5117155313491821,-0.26171553134918213,-1.25
ml_expert_minus_novice,18,resnet:novice:test:6:A,resnet,novice,A,-1,-1.4140383005142212,-0.2890383005142212,-1.125
ml_expert_minus_novice,18,resnet:novice:test:6:A,resnet,novice,A,0,-1.411819577217102,-0.28681957721710205,-1.125
ml_expert_minus_novice,18,resnet:novice:test:6:A,resnet,novice,A,1,-1.3174535036087036,-0.3174535036087036,-1.0
ml_expert_minus_novice,18,resnet:novice:test:6:A,resnet,novice,A,2,-0.9014073610305786,-0.5264073610305786,-0.375
ml_expert_minus_novice,18,resnet:novice:test:6:B,resnet,novice,B,-2,-0.035629820078611374,-3.4106297492980957,-3.3749999292194843
ml_expert_minus_novice,18,resnet:novice:test:6:B,resnet,novice,B,-1,-0.0280454084277153,-3.653045415878296,-3.6250000074505806
ml_expert_minus_novice,18,resnet:novice:test:6:B,resnet,novice,B,0,-0.03530064597725868,-3.4103007316589355,-3.375000085681677
ml_expert_minus_novice,18,resnet:novice:test:6:B,resnet,novice,B,1,-0.09094031900167465,-2.465940237045288,-2.3749999180436134
ml_expert_minus_novice,18,resnet:novice:test:6:B,resnet,novice,B,2,-0.28288376331329346,-1.4078837633132935,-1.125
ml_expert_minus_novice,18,resnet:novice:test:7:A,resnet,novice,A,-2,-1.1430845260620117,-0.3930845558643341,-0.7499999701976776
ml_expert_minus_novice,18,resnet:novice:test:7:A,resnet,novice,A,-1,-1.1410702466964722,-0.39107024669647217,-0.75
ml_expert_minus_novice,18,resnet:novice:test:7:A,resnet,novice,A,0,-1.0566844940185547,-0.4316844642162323,-0.6250000298023224
ml_expert_minus_novice,18,resnet:novice:test:7:A,resnet,novice,A,1,-0.8280395865440369,-0.5780395865440369,-0.25
ml_expert_minus_novice,18,resnet:novice:test:7:A,resnet,novice,A,2,-0.4756588637828827,-0.9756588935852051,0.5000000298023224
ml_expert_minus_novice,18,resnet:novice:test:7:B,resnet,novice,B,-2,-0.18289273977279663,-1.8078927993774414,-1.6250000596046448
ml_expert_minus_novice,18,resnet:novice:test:7:B,resnet,novice,B,-1,-0.22875559329986572,-1.6037555932998657,-1.375
ml_expert_minus_novice,18,resnet:novice:test:7:B,resnet,novice,B,0,-0.38973885774612427,-1.1397387981414795,-0.7499999403953552
ml_expert_minus_novice,18,resnet:novice:test:7:B,resnet,novice,B,1,-0.6954730153083801,-0.6954730153083801,0.0
ml_expert_minus_novice,18,resnet:novice:test:7:B,resnet,novice,B,2,-1.1387885808944702,-0.3887886106967926,0.7499999701976776
ml_expert_minus_novice,18,resnet:academic_nonml:test:6:A,resnet,academic_nonml,A,-2,-0.4768903851509094,-0.9768903851509094,0.5
ml_expert_minus_novice,18,resnet:academic_nonml:test:6:A,resnet,academic_nonml,A,-1,-0.430674284696579,-1.0556743144989014,0.6250000298023224
ml_expert_minus_novice,18,resnet:academic_nonml:test:6:A,resnet,academic_nonml,A,0,-0.28258374333381653,-1.4075837135314941,1.1249999701976776
ml_expert_minus_novice,18,resnet:academic_nonml:test:6:A,resnet,academic_nonml,A,1,-0.1612570434808731,-1.911257028579712,1.7499999850988388
ml_expert_minus_novice,18,resnet:academic_nonml:test:6:A,resnet,academic_nonml,A,2,-0.07956241816282272,-2.5795624256134033,2.5000000074505806
ml_expert_minus_novice,18,resnet:academic_nonml:test:6:B,resnet,academic_nonml,B,-2,-0.6367107033729553,-0.7617107033729553,-0.125
