kind,seed,example_id,source_id,profile_index,technical_label,alpha,technical_margin
random,12,resnet:novice:test:7:B,resnet,7,B,2.0,-0.5000000298023224
random,12,transformer:novice:test:6:A,transformer,6,A,-2.0,-1.0
random,12,transformer:novice:test:6:A,transformer,6,A,2.0,-1.4999999850988388
random,12,transformer:novice:test:6:B,transformer,6,B,-2.0,-3.250000011175871
random,12,transformer:novice:test:6:B,transformer,6,B,2.0,-2.7499999925494194
random,12,transformer:novice:test:7:A,transformer,7,A,-2.0,0.6249999701976776
random,12,transformer:novice:test:7:A,transformer,7,A,2.0,0.25
random,12,transformer:novice:test:7:B,transformer,7,B,-2.0,-0.6250000596046448
random,12,transformer:novice:test:7:B,transformer,7,B,2.0,-0.125
random,13,resnet:novice:test:6:A,resnet,6,A,-2.0,-1.0
random,13,resnet:novice:test:6:A,resnet,6,A,2.0,-1.3749999850988388
random,13,resnet:novice:test:6:B,resnet,6,B,-2.0,-3.624999910593033
random,13,resnet:novice:test:6:B,resnet,6,B,2.0,-2.749999947845936
random,13,resnet:novice:test:7:A,resnet,7,A,-2.0,-0.375
random,13,resnet:novice:test:7:A,resnet,7,A,2.0,-0.7499999701976776
random,13,resnet:novice:test:7:B,resnet,7,B,-2.0,-1.1249999701976776
random,13,resnet:novice:test:7:B,resnet,7,B,2.0,-0.375
random,13,transformer:novice:test:6:A,transformer,6,A,-2.0,-0.9999999701976776
random,13,transformer:novice:test:6:A,transformer,6,A,2.0,-1.5000000447034836
random,13,transformer:novice:test:6:B,transformer,6,B,-2.0,-3.375000022351742
random,13,transformer:novice:test:6:B,transformer,6,B,2.0,-2.500000052154064
random,13,transformer:novice:test:7:A,transformer,7,A,-2.0,0.6249999701976776
random,13,transformer:novice:test:7:A,transformer,7,A,2.0,0.25
random,13,transformer:novice:test:7:B,transformer,7,B,-2.0,-0.6250000298023224
random,13,transformer:novice:test:7:B,transformer,7,B,2.0,-0.25
random,14,resnet:novice:test:6:A,resnet,6,A,-2.0,-1.1250000298023224
random,14,resnet:novice:test:6:A,resnet,6,A,2.0,-1.3750000447034836
random,14,resnet:novice:test:6:B,resnet,6,B,-2.0,-3.000000037252903
random,14,resnet:novice:test:6:B,resnet,6,B,2.0,-3.500000022351742
random,14,resnet:novice:test:7:A,resnet,7,A,-2.0,-0.6250000298023224
random,14,resnet:novice:test:7:A,resnet,7,A,2.0,-0.7499999403953552
random,14,resnet:novice:test:7:B,resnet,7,B,-2.0,-0.7499999403953552
random,14,resnet:novice:test:7:B,resnet,7,B,2.0,-0.7499999403953552
random,14,transformer:novice:test:6:A,transformer,6,A,-2.0,-1.2500000298023224
random,14,transformer:novice:test:6:A,transformer,6,A,2.0,-1.3749999552965164
random,14,transformer:novice:test:6:B,transformer,6,B,-2.0,-2.875000100582838
random,14,transformer:novice:test:6:B,transformer,6,B,2.0,-3.125000052154064
random,14,transformer:novice:test:7:A,transformer,7,A,-2.0,0.25
random,14,transformer:novice:test:7:A,transformer,7,A,2.0,0.5
random,14,transformer:novice:test:7:B,transformer,7,B,-2.0,-0.375
random,14,transformer:novice:test:7:B,transformer,7,B,2.0,-0.375
random,15,resnet:novice:test:6:A,resnet,6,A,-2.0,-1.3749999701976776
random,15,resnet:novice:test:6:A,resnet,6,A,2.0,-1.0000000298023224
random,15,resnet:novice:test:6:B,resnet,6,B,-2.0,-2.8749999217689037
random,15,resnet:novice:test:6:B,resnet,6,B,2.0,-3.5000000707805157
random,15,resnet:novice:test:7:A,resnet,7,A,-2.0,-0.8750000298023224
random,15,resnet:novice:test:7:A,resnet,7,A,2.0,-0.375
random,15,resnet:novice:test:7:B,resnet,7,B,-2.0,-0.5
random,15,resnet:novice:test:7:B,resnet,7,B,2.0,-1.0000000298023224
random,15,transformer:novice:test:6:A,transformer,6,A,-2.0,-1.6249999850988388
random,15,transformer:novice:test:6:A,transformer,6,A,2.0,-1.0000000298023224
random,15,transformer:novice:test:6:B,transformer,6,B,-2.0,-2.8750000707805157
random,15,transformer:novice:test:6:B,transformer,6,B,2.0,-3.000000111758709
random,15,transformer:novice:test:7:A,transformer,7,A,-2.0,0.25
random,15,transformer:novice:test:7:A,transformer,7,A,2.0,0.625
random,15,transformer:novice:test:7:B,transformer,7,B,-2.0,-0.125
random,15,transformer:novice:test:7:B,transformer,7,B,2.0,-0.5
random,16,resnet:novice:test:6:A,resnet,6,A,-2.0,-1.1249999403953552
random,16,resnet:novice:test:6:A,resnet,6,A,2.0,-1.1249999403953552
random,16,resnet:novice:test:6:B,resnet,6,B,-2.0,-2.8750001080334187
random,16,resnet:novice:test:6:B,resnet,6,B,2.0,-3.499999951571226
random,16,resnet:novice:test:7:A,resnet,7,A,-2.0,-0.5
random,16,resnet:novice:test:7:A,resnet,7,A,2.0,-0.7499999403953552
random,16,resnet:novice:test:7:B,resnet,7,B,-2.0,-0.6250000298023224
random,16,resnet:novice:test:7:B,resnet,7,B,2.0,-0.9999999403953552
random,16,transformer:novice:test:6:A,transformer,6,A,-2.0,-1.3750000149011612
random,16,transformer:novice:test:6:A,transformer,6,A,2.0,-1.125
random,16,transformer:novice:test:6:B,transformer,6,B,-2.0,-2.874999962747097
random,16,transformer:novice:test:6:B,transformer,6,B,2.0,-3.124999910593033
random,16,transformer:novice:test:7:A,transformer,7,A,-2.0,0.375
random,16,transformer:novice:test:7:A,transformer,7,A,2.0,0.5
random,16,transformer:novice:test:7:B,transformer,7,B,-2.0,-0.25
random,16,transformer:novice:test:7:B,transformer,7,B,2.0,-0.4999999701976776
random,17,resnet:novice:test:6:A,resnet,6,A,-2.0,-1.0000000596046448
random,17,resnet:novice:test:6:A,resnet,6,A,2.0,-1.2499999701976776
random,17,resnet:novice:test:6:B,resnet,6,B,-2.0,-3.4999999180436134
random,17,resnet:novice:test:6:B,resnet,6,B,2.0,-2.874999910593033
random,17,resnet:novice:test:7:A,resnet,7,A,-2.0,-0.5000000298023224
random,17,resnet:novice:test:7:A,resnet,7,A,2.0,-0.75
random,17,resnet:novice:test:7:B,resnet,7,B,-2.0,-0.9999999403953552
random,17,resnet:novice:test:7:B,resnet,7,B,2.0,-0.5
random,17,transformer:novice:test:6:A,transformer,6,A,-2.0,-1.1250000596046448
random,17,transformer:novice:test:6:A,transformer,6,A,2.0,-1.3750000596046448
random,17,transformer:novice:test:6:B,transformer,6,B,-2.0,-3.0000000409781933
random,17,transformer:novice:test:6:B,transformer,6,B,2.0,-2.8749999031424522
random,17,transformer:novice:test:7:A,transformer,7,A,-2.0,0.625
random,17,transformer:novice:test:7:A,transformer,7,A,2.0,0.25
random,17,transformer:novice:test:7:B,transformer,7,B,-2.0,-0.6250000596046448
random,17,transformer:novice:test:7:B,transformer,7,B,2.0,-0.125
random,18,resnet:novice:test:6:A,resnet,6,A,-2.0,-1.1249999403953552
random,18,resnet:novice:test:6:A,resnet,6,A,2.0,-0.9999999403953552
random,18,resnet:novice:test:6:B,resnet,6,B,-2.0,-3.250000026077032
random,18,resnet:novice:test:6:B,resnet,6,B,2.0,-3.3750000037252903
random,18,resnet:novice:test:7:A,resnet,7,A,-2.0,-0.6249999701976776
random,18,resnet:novice:test:7:A,resnet,7,A,2.0,-0.625
random,18,resnet:novice:test:7:B,resnet,7,B,-2.0,-0.6249999403953552
random,18,resnet:novice:test:7:B,resnet,7,B,2.0,-0.8750000596046448
random,18,transformer:novice:test:6:A,transformer,6,A,-2.0,-1.1249999701976776
random,18,transformer:novice:test:6:A,transformer,6,A,2.0,-1.1250000596046448
random,18,transformer:novice:test:6:B,transformer,6,B,-2.0,-2.8750000335276127
random,18,transformer:novice:test:6:B,transformer,6,B,2.0,-3.1250000186264515
random,18,transformer:novice:test:7:A,transformer,7,A,-2.0,0.5
random,18,transformer:novice:test:7:A,transformer,7,A,2.0,0.5
random,18,transformer:novice:test:7:B,transformer,7,B,-2.0,-0.375
random,18,transformer:novice:test:7:B,transformer,7,B,2.0,-0.375
random,19,resnet:novice:test:6:A,resnet,6,A,-2.0,-1.125
random,19,resnet:novice:test:6:A,resnet,6,A,2.0,-1.125
random,19,resnet:novice:test:6:B,resnet,6,B,-2.0,-3.5000000037252903
random,19,resnet:novice:test:6:B,resnet,6,B,2.0,-2.8750000707805157
random,19,resnet:novice:test:7:A,resnet,7,A,-2.0,-0.6249999403953552
random,19,resnet:novice:test:7:A,resnet,7,A,2.0,-0.625
random,19,resnet:novice:test:7:B,resnet,7,B,-2.0,-0.75
random,19,resnet:novice:test:7:B,resnet,7,B,2.0,-0.6249999403953552
random,19,transformer:novice:test:6:A,transformer,6,A,-2.0,-1.2499999403953552
random,19,transformer:novice:test:6:A,transformer,6,A,2.0,-1.3750000447034836
random,19,transformer:novice:test:6:B,transformer,6,B,-2.0,-3.0000000558793545
random,19,transformer:novice:test:6:B,transformer,6,B,2.0,-2.875000063329935
random,19,transformer:novice:test:7:A,transformer,7,A,-2.0,0.375
random,19,transformer:novice:test:7:A,transformer,7,A,2.0,0.375
random,19,transformer:novice:test:7:B,transformer,7,B,-2.0,-0.5
random,19,transformer:novice:test:7:B,transformer,7,B,2.0,-0.25
